Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
Ecuador,2005,Male,Not applicable,Percent,25.04772
Ecuador,2005,Female,Not applicable,Percent,23.78373
Ecuador,2005,All genders,Not applicable,Percent,24.42961
Ecuador,2004,All genders,Not applicable,Percent,24.05187
Ecuador,2004,Female,Not applicable,Percent,23.34282
Ecuador,2004,Male,Not applicable,Percent,24.72134
Ecuador,2003,Female,Not applicable,Percent,26.76775
Ecuador,2003,All genders,Not applicable,Percent,27.40372
Ecuador,2003,Male,Not applicable,Percent,28.01128
Ecuador,2002,Male,Not applicable,Percent,28.55178
Ecuador,2002,All genders,Not applicable,Percent,27.89644
Ecuador,2002,Female,Not applicable,Percent,27.21322
Ecuador,2001,Female,Not applicable,Percent,23.1976
Ecuador,2001,All genders,Not applicable,Percent,23.78665
Ecuador,2001,Male,Not applicable,Percent,24.35614
Ecuador,2000,Male,Not applicable,Percent,26.03603
Ecuador,2000,All genders,Not applicable,Percent,24.32291
Ecuador,2000,Female,Not applicable,Percent,22.5129
Ecuador,1999,Female,Not applicable,Percent,25.12811
Ecuador,1999,All genders,Not applicable,Percent,25.4105
Ecuador,1999,Male,Not applicable,Percent,25.68178
Ecuador,1998,Male,Not applicable,Percent,26.37203
Ecuador,1998,All genders,Not applicable,Percent,25.209
Ecuador,1998,Female,Not applicable,Percent,23.99221
Ecuador,1997,Female,Not applicable,Percent,30.71192
Ecuador,1997,All genders,Not applicable,Percent,31.53049
Ecuador,1997,Male,Not applicable,Percent,32.31011
Ecuador,1996,Male,Not applicable,Percent,33.70568
Ecuador,1996,All genders,Not applicable,Percent,32.79707
Ecuador,1996,Female,Not applicable,Percent,31.84475
Ecuador,1995,Female,Not applicable,Percent,31.34952
Ecuador,1995,All genders,Not applicable,Percent,32.63821
Ecuador,1995,Male,Not applicable,Percent,33.86067
Ecuador,1994,Male,Not applicable,Percent,32.06902
Ecuador,1994,All genders,Not applicable,Percent,31.01649
Ecuador,1994,Female,Not applicable,Percent,29.91244
Ecuador,1988,Female,Not applicable,Percent,42.25547
Ecuador,1988,All genders,Not applicable,Percent,43.00052
Ecuador,1988,Male,Not applicable,Percent,43.70808
Ecuador,1987,Male,Not applicable,Percent,42.93549
Ecuador,1987,All genders,Not applicable,Percent,43.6453
Ecuador,1987,Female,Not applicable,Percent,44.38664
Ecuador,1985,All genders,Not applicable,Percent,40.83151
Ecuador,1984,All genders,Not applicable,Percent,42.35321
Ecuador,1983,All genders,Not applicable,Percent,44.86536
Ecuador,1982,All genders,Not applicable,Percent,47.24606
Ecuador,1981,All genders,Not applicable,Percent,49.68365
Ecuador,1980,All genders,Not applicable,Percent,49.76573
Ecuador,1980,Male,Not applicable,Percent,49.28817
Ecuador,1980,Female,Not applicable,Percent,50.26834
Ecuador,1979,Female,Not applicable,Percent,52.66799
Ecuador,1979,Male,Not applicable,Percent,51.6816
Ecuador,1979,All genders,Not applicable,Percent,52.16194
Ecuador,1978,All genders,Not applicable,Percent,53.45575
Ecuador,1978,Male,Not applicable,Percent,53.36377
Ecuador,1978,Female,Not applicable,Percent,53.55188
Ecuador,1977,Female,Not applicable,Percent,52.62591
Ecuador,1977,Male,Not applicable,Percent,52.14853
Ecuador,1977,All genders,Not applicable,Percent,52.38159
Ecuador,1976,All genders,Not applicable,Percent,53.80749
Ecuador,1976,Male,Not applicable,Percent,53.44529
Ecuador,1976,Female,Not applicable,Percent,54.18779
Ecuador,1975,Female,Not applicable,Percent,57.97174
Ecuador,1975,Male,Not applicable,Percent,56.15221
Ecuador,1975,All genders,Not applicable,Percent,57.04971
Egypt,2009,Male,Not applicable,Percent,4.3974
Egypt,2009,All genders,Not applicable,Percent,3.90231
Egypt,2009,Female,Not applicable,Percent,3.37054
Egypt,2006,All genders,Not applicable,Percent,6.08814
Egypt,2005,All genders,Not applicable,Percent,6.82247
Egypt,2005,Female,Not applicable,Percent,5.75093
Egypt,2005,Male,Not applicable,Percent,7.79939
Egypt,2004,All genders,Not applicable,Percent,6.48113
Egypt,2003,All genders,Not applicable,Percent,1.39773
Egypt,2003,Female,Not applicable,Percent,1.03131
Egypt,2003,Male,Not applicable,Percent,1.73896
Egypt,2002,Male,Not applicable,Percent,5.71777
Egypt,2002,Female,Not applicable,Percent,1.89846
Egypt,2002,All genders,Not applicable,Percent,3.91429
Egypt,2001,All genders,Not applicable,Percent,5.00099
Egypt,2001,Male,Not applicable,Percent,5.22946
Egypt,2001,Female,Not applicable,Percent,4.7792
Egypt,2000,Female,Not applicable,Percent,0.75809
Egypt,2000,Male,Not applicable,Percent,1.22393
Egypt,2000,All genders,Not applicable,Percent,1.00228
Egypt,1999,All genders,Not applicable,Percent,0.8755
Egypt,1999,Male,Not applicable,Percent,1.19438
Egypt,1999,Female,Not applicable,Percent,0.52129
Egypt,1987,All genders,Not applicable,Percent,29.82385
Egypt,1986,All genders,Not applicable,Percent,27.37505
Egypt,1986,Male,Not applicable,Percent,22.58134
Egypt,1986,Female,Not applicable,Percent,33.30518
El Salvador,2013,Female,Not applicable,Percent,14.77009
El Salvador,2013,Male,Not applicable,Percent,19.72646
El Salvador,2013,All genders,Not applicable,Percent,17.36008
El Salvador,2012,All genders,Not applicable,Percent,16.21072
El Salvador,2012,Male,Not applicable,Percent,18.5248
El Salvador,2012,Female,Not applicable,Percent,13.69265
El Salvador,2011,Female,Not applicable,Percent,14.37769
El Salvador,2011,Male,Not applicable,Percent,17.65284
El Salvador,2011,All genders,Not applicable,Percent,16.08516
El Salvador,2010,All genders,Not applicable,Percent,15.98164
El Salvador,2010,Male,Not applicable,Percent,17.8893
El Salvador,2010,Female,Not applicable,Percent,13.89203
El Salvador,2009,Female,Not applicable,Percent,13.03785
El Salvador,2009,Male,Not applicable,Percent,13.98285
El Salvador,2009,All genders,Not applicable,Percent,13.52786
El Salvador,2008,All genders,Not applicable,Percent,23.91659
El Salvador,2008,Male,Not applicable,Percent,25.76343
El Salvador,2008,Female,Not applicable,Percent,21.92499
El Salvador,2007,Female,Not applicable,Percent,22.29347
El Salvador,2007,All genders,Not applicable,Percent,24.2949
El Salvador,2007,Male,Not applicable,Percent,26.14727
El Salvador,2006,Male,Not applicable,Percent,33.04487
El Salvador,2006,All genders,Not applicable,Percent,31.14471
El Salvador,2006,Female,Not applicable,Percent,29.08884
El Salvador,2005,Female,Not applicable,Percent,30.42785
El Salvador,2005,All genders,Not applicable,Percent,32.70668
El Salvador,2005,Male,Not applicable,Percent,34.82288
El Salvador,2002,Male,Not applicable,Percent,30.04633
El Salvador,2002,All genders,Not applicable,Percent,28.70115
El Salvador,2002,Female,Not applicable,Percent,27.26126
El Salvador,2001,Female,Not applicable,Percent,32.58458
El Salvador,2001,All genders,Not applicable,Percent,34.7327
El Salvador,2001,Male,Not applicable,Percent,36.70408
El Salvador,2000,Male,Not applicable,Percent,38.85266
El Salvador,2000,All genders,Not applicable,Percent,35.9171
El Salvador,2000,Female,Not applicable,Percent,32.64696
El Salvador,1996,Female,Not applicable,Percent,50.96463
El Salvador,1996,All genders,Not applicable,Percent,52.57516
El Salvador,1996,Male,Not applicable,Percent,54.05627
El Salvador,1995,Male,Not applicable,Percent,48.85426
El Salvador,1995,All genders,Not applicable,Percent,46.83909
El Salvador,1995,Female,Not applicable,Percent,44.69542
El Salvador,1993,Female,Not applicable,Percent,46.42467
El Salvador,1993,All genders,Not applicable,Percent,48.3751
El Salvador,1993,Male,Not applicable,Percent,50.2173
El Salvador,1992,Male,Not applicable,Percent,55.51403
El Salvador,1992,Female,Not applicable,Percent,51.7158
El Salvador,1992,All genders,Not applicable,Percent,53.67029
El Salvador,1991,All genders,Not applicable,Percent,49.85452
El Salvador,1991,Female,Not applicable,Percent,47.92106
El Salvador,1991,Male,Not applicable,Percent,51.68049
El Salvador,1989,Male,Not applicable,Percent,58.87686
El Salvador,1989,Female,Not applicable,Percent,55.04438
El Salvador,1989,All genders,Not applicable,Percent,57.01139
El Salvador,1988,All genders,Not applicable,Percent,57.85552
El Salvador,1988,Female,Not applicable,Percent,55.84828
El Salvador,1988,Male,Not applicable,Percent,59.75376
El Salvador,1987,Male,Not applicable,Percent,61.08796
El Salvador,1987,Female,Not applicable,Percent,57.53091
El Salvador,1987,All genders,Not applicable,Percent,59.35679
El Salvador,1984,All genders,Not applicable,Percent,68.01592
El Salvador,1984,Female,Not applicable,Percent,66.82308
El Salvador,1984,Male,Not applicable,Percent,69.17288
El Salvador,1983,Male,Not applicable,Percent,69.12393
El Salvador,1983,Female,Not applicable,Percent,67.26267
El Salvador,1983,All genders,Not applicable,Percent,68.21125
El Salvador,1982,All genders,Not applicable,Percent,68.87551
El Salvador,1982,Female,Not applicable,Percent,68.1884
El Salvador,1982,Male,Not applicable,Percent,69.53835
El Salvador,1981,Male,Not applicable,Percent,66.88972
El Salvador,1981,Female,Not applicable,Percent,65.4614
El Salvador,1981,All genders,Not applicable,Percent,66.18513
El Salvador,1977,All genders,Not applicable,Percent,69.94956
El Salvador,1977,Female,Not applicable,Percent,69.78385
El Salvador,1977,Male,Not applicable,Percent,70.10443
El Salvador,1976,Male,Not applicable,Percent,70.31426
El Salvador,1976,Female,Not applicable,Percent,70.56744
El Salvador,1976,All genders,Not applicable,Percent,70.43743
El Salvador,1975,All genders,Not applicable,Percent,69.54326
Equatorial Guinea,2011,All genders,Not applicable,Percent,27.93064
Equatorial Guinea,2011,Male,Not applicable,Percent,27.83645
Equatorial Guinea,2011,Female,Not applicable,Percent,27.94301
Equatorial Guinea,2010,Female,Not applicable,Percent,41.70454
Equatorial Guinea,2010,Male,Not applicable,Percent,47.44024
Equatorial Guinea,2010,All genders,Not applicable,Percent,44.65872
Equatorial Guinea,2009,All genders,Not applicable,Percent,38.06881
Equatorial Guinea,2009,Female,Not applicable,Percent,35.67065
Equatorial Guinea,2009,Male,Not applicable,Percent,40.3097
Equatorial Guinea,2008,Male,Not applicable,Percent,47.19202
Equatorial Guinea,2008,Female,Not applicable,Percent,43.74429
Equatorial Guinea,2008,All genders,Not applicable,Percent,45.52738
Equatorial Guinea,1994,All genders,Not applicable,Percent,84.33391
Equatorial Guinea,1994,Female,Not applicable,Percent,84.91018
Equatorial Guinea,1994,Male,Not applicable,Percent,83.78324
Eritrea,2012,Female,Not applicable,Percent,22.88425
Eritrea,2012,Male,Not applicable,Percent,21.99899
Eritrea,2012,All genders,Not applicable,Percent,22.39945
Eritrea,2009,All genders,Not applicable,Percent,30.98078
Eritrea,2009,Male,Not applicable,Percent,29.05419
Eritrea,2009,Female,Not applicable,Percent,33.11727
Eritrea,2008,Female,Not applicable,Percent,28.03528
Eritrea,2008,Male,Not applicable,Percent,25.87377
Eritrea,2008,All genders,Not applicable,Percent,26.86738
Eritrea,2007,All genders,Not applicable,Percent,26.66115
Eritrea,2007,Male,Not applicable,Percent,22.48961
Eritrea,2007,Female,Not applicable,Percent,31.36678
Eritrea,2006,Female,Not applicable,Percent,39.02232
Eritrea,2006,Male,Not applicable,Percent,40.88085
Eritrea,2006,All genders,Not applicable,Percent,40.03004
Eritrea,2005,All genders,Not applicable,Percent,26.2966
Eritrea,2005,Male,Not applicable,Percent,22.92439
Eritrea,2005,Female,Not applicable,Percent,30.40624
Eritrea,2004,Female,Not applicable,Percent,25.86564
Eritrea,2004,Male,Not applicable,Percent,16.52409
Eritrea,2004,All genders,Not applicable,Percent,20.782
Eritrea,2003,All genders,Not applicable,Percent,19.14682
Eritrea,2003,Male,Not applicable,Percent,13.14979
Eritrea,2003,Female,Not applicable,Percent,26.58583
Eritrea,2002,Female,Not applicable,Percent,17.92004
Eritrea,2002,Male,Not applicable,Percent,10.63855
Eritrea,2002,All genders,Not applicable,Percent,13.83018
Eritrea,2001,All genders,Not applicable,Percent,18.40671
Eritrea,2000,All genders,Not applicable,Percent,39.45669
Eritrea,2000,Male,Not applicable,Percent,39.12377
Eritrea,2000,Female,Not applicable,Percent,39.8499
Eritrea,1999,Female,Not applicable,Percent,8.55
Eritrea,1999,Male,Not applicable,Percent,4.06299
Eritrea,1999,All genders,Not applicable,Percent,6.12529
Eritrea,1996,All genders,Not applicable,Percent,39.36583
Eritrea,1995,All genders,Not applicable,Percent,55.75685
Eritrea,1994,All genders,Not applicable,Percent,64.09514
Eritrea,1994,Male,Not applicable,Percent,63.16369
Eritrea,1994,Female,Not applicable,Percent,65.2676
Estonia,2012,Male,Not applicable,Percent,3.29713
Estonia,2012,Female,Not applicable,Percent,3.54277
Estonia,2012,All genders,Not applicable,Percent,3.41807
Estonia,2011,All genders,Not applicable,Percent,3.02146
Estonia,2011,Female,Not applicable,Percent,3.42509
Estonia,2011,Male,Not applicable,Percent,2.63663
Estonia,2010,Male,Not applicable,Percent,2.95628
Estonia,2010,Female,Not applicable,Percent,2.81732
Estonia,2010,All genders,Not applicable,Percent,2.88567
Estonia,2009,All genders,Not applicable,Percent,2.49878
Estonia,2009,Female,Not applicable,Percent,2.36728
Estonia,2009,Male,Not applicable,Percent,2.62372
Estonia,2008,Male,Not applicable,Percent,1.83158
Estonia,2008,Female,Not applicable,Percent,1.3982
Estonia,2008,All genders,Not applicable,Percent,1.62135
Estonia,2007,All genders,Not applicable,Percent,1.94242
Estonia,2007,Female,Not applicable,Percent,2.47504
Estonia,2007,Male,Not applicable,Percent,1.44062
Estonia,2006,Male,Not applicable,Percent,1.63953
Estonia,2006,Female,Not applicable,Percent,3.26811
Estonia,2006,All genders,Not applicable,Percent,2.43086
Estonia,2005,All genders,Not applicable,Percent,3.76314
Estonia,2005,Female,Not applicable,Percent,3.06138
Estonia,2005,Male,Not applicable,Percent,4.3899
Estonia,2004,Male,Not applicable,Percent,1.55597
Estonia,2004,All genders,Not applicable,Percent,1.39656
Estonia,2004,Female,Not applicable,Percent,1.24669
Estonia,2003,Female,Not applicable,Percent,1.9532
Estonia,2003,All genders,Not applicable,Percent,1.84938
Estonia,2003,Male,Not applicable,Percent,1.75174
Estonia,2002,Male,Not applicable,Percent,3.31702
Estonia,2002,All genders,Not applicable,Percent,2.67167
Estonia,2002,Female,Not applicable,Percent,1.98462
Estonia,2001,Female,Not applicable,Percent,1.58034
Estonia,2001,All genders,Not applicable,Percent,1.76953
Estonia,2001,Male,Not applicable,Percent,1.93451
Estonia,2000,Male,Not applicable,Percent,0.93467
Estonia,2000,All genders,Not applicable,Percent,1.48766
Estonia,2000,Female,Not applicable,Percent,2.07485
Estonia,1999,Female,Not applicable,Percent,0.74761
Estonia,1999,All genders,Not applicable,Percent,1.51755
Estonia,1999,Male,Not applicable,Percent,2.24116
Estonia,1998,Male,Not applicable,Percent,1.06706
Estonia,1998,All genders,Not applicable,Percent,1.93019
Estonia,1998,Female,Not applicable,Percent,2.83489
Estonia,1996,Female,Not applicable,Percent,14.46581
Estonia,1996,All genders,Not applicable,Percent,15.31209
Estonia,1996,Male,Not applicable,Percent,16.11556
Estonia,1995,Male,Not applicable,Percent,23.33069
Estonia,1995,All genders,Not applicable,Percent,21.14963
Estonia,1995,Female,Not applicable,Percent,18.81628
Ethiopia,2011,Male,Not applicable,Percent,65.99358
Ethiopia,2011,All genders,Not applicable,Percent,63.39572
Ethiopia,2011,Female,Not applicable,Percent,60.38516
Ethiopia,2010,Female,Not applicable,Percent,58.36924
Ethiopia,2010,All genders,Not applicable,Percent,59.34408
Ethiopia,2010,Male,Not applicable,Percent,60.16681
Ethiopia,2009,Male,Not applicable,Percent,64.05643
Ethiopia,2009,All genders,Not applicable,Percent,63.31696
Ethiopia,2009,Female,Not applicable,Percent,62.47112
Ethiopia,2008,Female,Not applicable,Percent,58.63184
Ethiopia,2008,All genders,Not applicable,Percent,62.02119
Ethiopia,2008,Male,Not applicable,Percent,64.87526
Ethiopia,2007,Male,Not applicable,Percent,57.93906
Ethiopia,2007,All genders,Not applicable,Percent,56.30116
Ethiopia,2007,Female,Not applicable,Percent,54.39078
Ethiopia,2006,Female,Not applicable,Percent,40.84373
Ethiopia,2006,All genders,Not applicable,Percent,42.15957
Ethiopia,2006,Male,Not applicable,Percent,43.25599
Ethiopia,2005,Male,Not applicable,Percent,42.34289
Ethiopia,2005,All genders,Not applicable,Percent,39.21151
Ethiopia,2005,Female,Not applicable,Percent,35.06535
Ethiopia,2004,Female,Not applicable,Percent,36.72096
Ethiopia,2004,All genders,Not applicable,Percent,37.58501
Ethiopia,2004,Male,Not applicable,Percent,38.27508
Ethiopia,2003,Male,Not applicable,Percent,53.37996
Ethiopia,2003,All genders,Not applicable,Percent,53.07611
Ethiopia,2003,Female,Not applicable,Percent,52.63557
Ethiopia,2002,Female,Not applicable,Percent,53.1384
Ethiopia,2002,All genders,Not applicable,Percent,49.00469
Ethiopia,2002,Male,Not applicable,Percent,45.97706
Ethiopia,2001,Male,Not applicable,Percent,42.78211
Ethiopia,2001,All genders,Not applicable,Percent,44.29283
Ethiopia,2001,Female,Not applicable,Percent,46.40499
Ethiopia,2000,Female,Not applicable,Percent,36.68843
Ethiopia,2000,All genders,Not applicable,Percent,38.80012
Ethiopia,2000,Male,Not applicable,Percent,39.9622
Ethiopia,1999,Male,Not applicable,Percent,50.63325
Ethiopia,1999,All genders,Not applicable,Percent,49.05067
Ethiopia,1999,Female,Not applicable,Percent,46.02683
Ethiopia,1998,All genders,Not applicable,Percent,55.77788
Ethiopia,1998,Male,Not applicable,Percent,56.69855
Ethiopia,1998,Female,Not applicable,Percent,53.96115
Ethiopia,1996,Female,Not applicable,Percent,79.6619
Ethiopia,1996,Male,Not applicable,Percent,83.09465
Ethiopia,1996,All genders,Not applicable,Percent,81.90641
Ethiopia,1995,All genders,Not applicable,Percent,79.85598
Ethiopia,1995,Male,Not applicable,Percent,81.56131
Ethiopia,1995,Female,Not applicable,Percent,76.63953
Ethiopia,1994,Female,Not applicable,Percent,71.49651
Ethiopia,1994,Male,Not applicable,Percent,79.46662
Ethiopia,1994,All genders,Not applicable,Percent,76.69001
Ethiopia,1989,All genders,Not applicable,Percent,70.51754
Ethiopia,1989,Female,Not applicable,Percent,71.1574
Ethiopia,1989,Male,Not applicable,Percent,70.09984
Ethiopia,1988,Male,Not applicable,Percent,68.662
Ethiopia,1988,Female,Not applicable,Percent,69.66836
Ethiopia,1988,All genders,Not applicable,Percent,69.04986
Ethiopia,1987,All genders,Not applicable,Percent,70.19595
Ethiopia,1987,Female,Not applicable,Percent,70.48659
Ethiopia,1987,Male,Not applicable,Percent,70.01243
Ethiopia,1982,Male,Not applicable,Percent,76.72808
Ethiopia,1982,Female,Not applicable,Percent,80.96725
Ethiopia,1982,All genders,Not applicable,Percent,78.31158
Fiji,2012,Male,Not applicable,Percent,2.04847
Fiji,2012,All genders,Not applicable,Percent,2.84524
Fiji,2012,Female,Not applicable,Percent,3.68836
Fiji,2011,Female,Not applicable,Percent,1.87946
Fiji,2011,All genders,Not applicable,Percent,3.49117
Fiji,2011,Male,Not applicable,Percent,4.97816
Fiji,2008,Male,Not applicable,Percent,6.56915
Fiji,2008,All genders,Not applicable,Percent,9.05523
Fiji,2008,Female,Not applicable,Percent,11.66002
Fiji,2007,All genders,Not applicable,Percent,8.97727
Fiji,2003,All genders,Not applicable,Percent,7.20731
Fiji,2003,Male,Not applicable,Percent,6.07508
Fiji,2003,Female,Not applicable,Percent,8.39959
Fiji,2001,Female,Not applicable,Percent,10.94864
Fiji,2001,Male,Not applicable,Percent,21.3551
Fiji,2001,All genders,Not applicable,Percent,16.47351
Fiji,2000,All genders,Not applicable,Percent,13.90194
Fiji,2000,Male,Not applicable,Percent,18.1482
Fiji,2000,Female,Not applicable,Percent,9.14603
Fiji,1999,Female,Not applicable,Percent,17.99214
Fiji,1999,Male,Not applicable,Percent,17.76183
Fiji,1999,All genders,Not applicable,Percent,17.89997
Fiji,1998,All genders,Not applicable,Percent,13.46006
Fiji,1998,Male,Not applicable,Percent,16.02313
Fiji,1998,Female,Not applicable,Percent,10.62116
Fiji,1994,All genders,Not applicable,Percent,12.24406
Fiji,1992,All genders,Not applicable,Percent,13.80431
Fiji,1992,Female,Not applicable,Percent,11.41431
Fiji,1992,Male,Not applicable,Percent,15.9866
Fiji,1986,Female,Not applicable,Percent,22.92431
Fiji,1986,All genders,Not applicable,Percent,23.08362
Fiji,1986,Male,Not applicable,Percent,23.23538
Fiji,1985,Male,Not applicable,Percent,27.4787
Fiji,1985,All genders,Not applicable,Percent,25.56896
Fiji,1985,Female,Not applicable,Percent,23.50501
Fiji,1984,Female,Not applicable,Percent,23.57302
Fiji,1984,All genders,Not applicable,Percent,24.35011
Fiji,1984,Male,Not applicable,Percent,25.08798
Fiji,1983,Male,Not applicable,Percent,23.35326
Fiji,1983,All genders,Not applicable,Percent,20.98903
Fiji,1983,Female,Not applicable,Percent,18.39839
Fiji,1981,Female,Not applicable,Percent,11.12432
Fiji,1981,Male,Not applicable,Percent,16.11296
Fiji,1981,All genders,Not applicable,Percent,13.70672
Fiji,1980,All genders,Not applicable,Percent,13.27261
Fiji,1980,Male,Not applicable,Percent,14.64276
Fiji,1980,Female,Not applicable,Percent,11.82034
Fiji,1979,All genders,Not applicable,Percent,2.13772
Finland,2013,All genders,Not applicable,Percent,0.37067
Finland,2013,Male,Not applicable,Percent,0.50322
Finland,2013,Female,Not applicable,Percent,0.22983
Finland,2012,Female,Not applicable,Percent,0.44257
Finland,2012,Male,Not applicable,Percent,0.65538
Finland,2012,All genders,Not applicable,Percent,0.5528
Finland,2011,All genders,Not applicable,Percent,0.44827
Finland,2011,Male,Not applicable,Percent,0.85701
Finland,2011,Female,Not applicable,Percent,0.01639
Finland,2010,Female,Not applicable,Percent,0.63283
Finland,2010,Male,Not applicable,Percent,0.14676
Finland,2010,All genders,Not applicable,Percent,0.38448
Finland,2009,All genders,Not applicable,Percent,0.28755
Finland,2009,Male,Not applicable,Percent,0.47369
Finland,2009,Female,Not applicable,Percent,0.0885
Finland,2008,Female,Not applicable,Percent,0.72238
Finland,2008,Male,Not applicable,Percent,0.28237
Finland,2008,All genders,Not applicable,Percent,0.49653
Finland,2007,All genders,Not applicable,Percent,0.40627
Finland,2007,Male,Not applicable,Percent,0.60063
Finland,2007,Female,Not applicable,Percent,0.20327
Finland,2006,Female,Not applicable,Percent,0.54392
Finland,2006,Male,Not applicable,Percent,0.16772
Finland,2006,All genders,Not applicable,Percent,0.35221
Finland,2005,All genders,Not applicable,Percent,0.66066
Finland,2005,Male,Not applicable,Percent,1.29434
Finland,2005,Female,Not applicable,Percent,0
Finland,2004,Female,Not applicable,Percent,0.00206
Finland,2004,Male,Not applicable,Percent,1.02102
Finland,2004,All genders,Not applicable,Percent,0.52342
Finland,2003,All genders,Not applicable,Percent,0.39257
Finland,2003,Male,Not applicable,Percent,0.62282
Finland,2003,Female,Not applicable,Percent,0.15226
Finland,2002,Female,Not applicable,Percent,0.10482
Finland,2002,Male,Not applicable,Percent,0.22959
Finland,2002,All genders,Not applicable,Percent,0.16817
Finland,2001,All genders,Not applicable,Percent,0.47756
Finland,2001,Male,Not applicable,Percent,0.55014
Finland,2001,Female,Not applicable,Percent,0.40207
Finland,2000,Female,Not applicable,Percent,0
Finland,2000,All genders,Not applicable,Percent,0.73151
Finland,2000,Male,Not applicable,Percent,1.42332
Finland,1999,Male,Not applicable,Percent,0.48155
Finland,1999,All genders,Not applicable,Percent,0.5752
Finland,1999,Female,Not applicable,Percent,0.67523
Finland,1998,Female,Not applicable,Percent,0.50776
Finland,1998,All genders,Not applicable,Percent,0.51522
Finland,1998,Male,Not applicable,Percent,0.52173
Finland,1992,Male,Not applicable,Percent,6.0896
Finland,1992,All genders,Not applicable,Percent,5.40073
Finland,1992,Female,Not applicable,Percent,4.67938
Finland,1991,Female,Not applicable,Percent,5.96563
Finland,1991,Male,Not applicable,Percent,5.5545
Finland,1991,All genders,Not applicable,Percent,5.75516
Finland,1990,All genders,Not applicable,Percent,6.3198
Finland,1990,Male,Not applicable,Percent,7.21824
Finland,1990,Female,Not applicable,Percent,5.36463
Finland,1989,Female,Not applicable,Percent,3.4068
Finland,1989,Male,Not applicable,Percent,3.62296
Finland,1989,All genders,Not applicable,Percent,3.51745
Finland,1988,All genders,Not applicable,Percent,5.52861
Finland,1988,Male,Not applicable,Percent,5.25124
Finland,1988,Female,Not applicable,Percent,5.81905
Finland,1987,All genders,Not applicable,Percent,9.50685
France,1999,All genders,Not applicable,Percent,2.04152
France,1989,All genders,Not applicable,Percent,9.4514
France,1988,All genders,Not applicable,Percent,9.98064
France,1987,All genders,Not applicable,Percent,10.8047
France,1980,All genders,Not applicable,Percent,6.37857
France,1979,All genders,Not applicable,Percent,8.69065
France,1978,All genders,Not applicable,Percent,9.45169
France,1977,All genders,Not applicable,Percent,7.54602
France,1976,All genders,Not applicable,Percent,7.2705
France,1975,All genders,Not applicable,Percent,6.47531
Gabon,2002,All genders,Not applicable,Percent,40.19051
Gabon,1997,All genders,Not applicable,Percent,51.42162
Gabon,1997,Male,Not applicable,Percent,51.86407
Gabon,1997,Female,Not applicable,Percent,50.96818
Gabon,1996,Female,Not applicable,Percent,54.3282
Gabon,1996,Male,Not applicable,Percent,56.41975
Gabon,1996,All genders,Not applicable,Percent,55.38317
Gabon,1992,All genders,Not applicable,Percent,60.97493
Gabon,1992,Male,Not applicable,Percent,62.84695
Gabon,1992,Female,Not applicable,Percent,59.10458
Gabon,1989,Female,Not applicable,Percent,60.70926
Gabon,1989,Male,Not applicable,Percent,60.67618
Gabon,1989,All genders,Not applicable,Percent,60.6927
Gabon,1988,All genders,Not applicable,Percent,62.39693
Gabon,1988,Male,Not applicable,Percent,61.84211
Gabon,1988,Female,Not applicable,Percent,62.96685
Gabon,1987,Female,Not applicable,Percent,59.66997
Gabon,1987,Male,Not applicable,Percent,55.76156
Gabon,1987,All genders,Not applicable,Percent,57.74248
Gabon,1985,All genders,Not applicable,Percent,47.44784
Gabon,1984,All genders,Not applicable,Percent,56.39961
Gabon,1984,Male,Not applicable,Percent,53.32854
Gabon,1984,Female,Not applicable,Percent,59.42795
Gambia,2013,All genders,Not applicable,Percent,22.68709
Gambia,2013,Male,Not applicable,Percent,25.36212
Gambia,2013,Female,Not applicable,Percent,20.01979
Gambia,2012,Female,Not applicable,Percent,27.58284
Gambia,2012,Male,Not applicable,Percent,26.4445
Gambia,2012,All genders,Not applicable,Percent,27.03985
Gambia,2011,All genders,Not applicable,Percent,17.15078
Gambia,2011,Male,Not applicable,Percent,16.16941
Gambia,2011,Female,Not applicable,Percent,18.11748
Gambia,2010,Female,Not applicable,Percent,34.01491
Gambia,2010,Male,Not applicable,Percent,39.82296
Gambia,2010,All genders,Not applicable,Percent,36.96379
Gambia,2007,All genders,Not applicable,Percent,29.9523
Gambia,2007,Male,Not applicable,Percent,32.1064
Gambia,2007,Female,Not applicable,Percent,27.85808
Gambia,2005,Female,Not applicable,Percent,38.16221
Gambia,2005,Male,Not applicable,Percent,38.4869
Gambia,2005,All genders,Not applicable,Percent,38.30554
Gambia,2004,All genders,Not applicable,Percent,36.65644
Gambia,2004,Male,Not applicable,Percent,38.50464
Gambia,2004,Female,Not applicable,Percent,34.77711
Gambia,2003,Female,Not applicable,Percent,23.76202
Gambia,2003,Male,Not applicable,Percent,26.13318
Gambia,2003,All genders,Not applicable,Percent,24.96491
Gambia,2001,All genders,Not applicable,Percent,39.54399
Gambia,2001,Female,Not applicable,Percent,43.75823
Gambia,2001,Male,Not applicable,Percent,35.50961
Gambia,2000,Male,Not applicable,Percent,28.81372
Gambia,2000,Female,Not applicable,Percent,24.9859
Gambia,2000,All genders,Not applicable,Percent,27.07616
Gambia,1999,All genders,Not applicable,Percent,34.31367
Gambia,1999,Female,Not applicable,Percent,33.78181
Gambia,1999,Male,Not applicable,Percent,34.74045
Gambia,1997,Male,Not applicable,Percent,48.94559
Gambia,1997,Female,Not applicable,Percent,59.56051
